measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,180,Kenya,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.337228072087,0.415281878094,0.251537332229
1,Deaths,180,Kenya,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.16951205389600002,0.20874680943899998,0.126438494736
1,Deaths,69,Singapore,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,0.581866057443,0.877943787498,0.387669100801
1,Deaths,69,Singapore,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,0.581866057443,0.877943787498,0.387669100801
1,Deaths,69,Singapore,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000776191715774,0.00103039178116,0.000568364744094
1,Deaths,69,Singapore,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000488947963744,0.000665763524138,0.000348920251757
1,Deaths,69,Singapore,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.0580595563395,0.0876026813064,0.038682263230699995
1,Deaths,69,Singapore,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.0285776082151,0.0431190877575,0.0190398727303
1,Deaths,218,Togo,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,58.4298629312,81.5845418834,29.8007481649
1,Deaths,218,Togo,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,4.09924496672,5.95288336912,1.89914569895
1,Deaths,218,Togo,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,62.5291078979,86.2574218845,33.4598669092
1,Deaths,218,Togo,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.0063533199391,0.00874455641545,0.00317927490542
1,Deaths,218,Togo,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.000682987274678,0.00100849520856,0.000327234061111
1,Deaths,218,Togo,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00411146595166,0.00565268709473,0.00221347831048
1,Deaths,218,Togo,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,3.24257084135,4.5275419681699995,1.6537953745299998
1,Deaths,218,Togo,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.22348160949300003,0.32453780324299997,0.10353714913599998
1,Deaths,218,Togo,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.71961553572,2.3721688623199997,0.920181158737
1,Deaths,212,Mauritania,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,2.89607488078,4.7792031045,1.02949111259
1,Deaths,212,Mauritania,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,2.89607488078,4.7792031045,1.02949111259
1,Deaths,212,Mauritania,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00146185664553,0.00224932389926,0.000569076287523
1,Deaths,212,Mauritania,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00075733171587,0.00121547754442,0.000259754273252
1,Deaths,212,Mauritania,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.279199761365,0.460745119247,0.09924939264189998
1,Deaths,212,Mauritania,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.141442784138,0.233413782754,0.0502798080867
1,Deaths,212,Mauritania,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,1.29817164153,2.06590535276,0.528105717166
1,Deaths,212,Mauritania,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,1.29817164153,2.06590535276,0.528105717166
1,Deaths,212,Mauritania,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000655432392254,0.00100132766245,0.000282120084415
1,Deaths,212,Mauritania,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000339558129229,0.00054277413984,0.00014204147142
1,Deaths,212,Mauritania,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.125151878818,0.19916621815399999,0.0509126995255
1,Deaths,212,Mauritania,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.0634020247497,0.100897738108,0.0257924073204
1,Deaths,163,India,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,319.648753954,463.554915016,277.975504349
1,Deaths,163,India,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,319.648753954,463.554915016,277.975504349
1,Deaths,163,India,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000270091971368,0.000395547935725,0.000237327588165
1,Deaths,163,India,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000169192247104,0.000245086143872,0.000148074703867
1,Deaths,163,India,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.0862777766591,0.125120110535,0.075029569752
1,Deaths,163,India,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.044901418942,0.0651160787718,0.039047530835000004
1,Deaths,35,Georgia,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,3.96907674969,5.65311613845,2.06713400868
1,Deaths,35,Georgia,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,3.96907674969,5.65311613845,2.06713400868
1,Deaths,35,Georgia,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00132290234914,0.00157480314607,0.000722923890116
1,Deaths,35,Georgia,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00101508253057,0.00124554724879,0.000527901932765
1,Deaths,35,Georgia,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.40910767916,0.582687957245,0.21306728242800002
1,Deaths,35,Georgia,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.20380190204,0.290273001538,0.10614202478500001
1,Deaths,35,Georgia,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,7.58620319365,10.3854665282,5.10944693845
1,Deaths,35,Georgia,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,7.58620319365,10.3854665282,5.10944693845
1,Deaths,35,Georgia,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00253527329069,0.00319361561753,0.00189221972728
1,Deaths,35,Georgia,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00194425921236,0.00247761887697,0.00144465139925
1,Deaths,35,Georgia,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.7819385156599999,1.07046912325,0.5266499265719999
1,Deaths,35,Georgia,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.389532059376,0.53326704559,0.262356983777
1,Deaths,186,Seychelles,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,0.31774579598,0.459681598739,0.166957495133
1,Deaths,186,Seychelles,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,0.31774579598,0.459681598739,0.166957495133
1,Deaths,186,Seychelles,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00385856103863,0.00511355429904,0.00220609369505
1,Deaths,186,Seychelles,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00279881730546,0.00377392115001,0.00158854946081
1,Deaths,186,Seychelles,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,1.19885887492,1.73438443956,0.629932723915
1,Deaths,186,Seychelles,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.621544019845,0.89918529952,0.326586327754
1,Deaths,36,Kazakhstan,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,13.5978367763,19.9275791346,9.51509118725
1,Deaths,36,Kazakhstan,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,13.5978367763,19.9275791346,9.51509118725
1,Deaths,36,Kazakhstan,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00077448456601,0.00107164127588,0.000617422658411
1,Deaths,36,Kazakhstan,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000565715171526,0.000794180816753,0.000436402026361
1,Deaths,36,Kazakhstan,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.304757615429,0.446621149986,0.213254251285
1,Deaths,36,Kazakhstan,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.150604638934,0.220710537255,0.105385650398
1,Deaths,135,Brazil,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,867.568433002,1059.57693251,709.208143985
1,Deaths,135,Brazil,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,227.745133509,246.055656508,192.318430699
1,Deaths,135,Brazil,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,1095.31356651,1287.10468705,928.38745508
1,Deaths,135,Brazil,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00515737840925,0.00628676400085,0.00422544445705
1,Deaths,135,Brazil,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00361520284757,0.00387524952318,0.00307869099968
1,Deaths,135,Brazil,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00473717824161,0.00554781678617,0.00402040598723
1,Deaths,135,Brazil,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.5289220652700002,1.8673000196199998,1.24984259334
1,Deaths,135,Brazil,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.399297679493,0.43140088728000003,0.337185264591
1,Deaths,135,Brazil,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.962657233641,1.13122002258,0.815947986566
1,Deaths,72,New Zealand,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,1.56576225024,2.07661413372,1.16011134662
1,Deaths,72,New Zealand,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,1.56576225024,2.07661413372,1.16011134662
1,Deaths,72,New Zealand,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00134492538778,0.00166947571873,0.00105799896445
1,Deaths,72,New Zealand,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00083101515885,0.0010554037895,0.000640691863638
1,Deaths,72,New Zealand,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.15269276548900002,0.20251092072399998,0.113133785007
1,Deaths,72,New Zealand,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.07476616055669999,0.0991596685336,0.0553960674374
1,Deaths,7,North Korea,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,7.47783602797,11.3708224492,4.77797923591
1,Deaths,7,North Korea,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,7.47783602797,11.3708224492,4.77797923591
1,Deaths,7,North Korea,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00032310951501,0.00048094866001,0.000210897627123
1,Deaths,7,North Korea,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000214020310038,0.000321738521053,0.000139572508709
1,Deaths,7,North Korea,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.10924080996100001,0.166111940625,0.069799647887
1,Deaths,7,North Korea,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.055315710190899994,0.0841132537381,0.035344090686500004
1,Deaths,7,North Korea,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,13.6898549885,20.9015727416,8.42625298971
1,Deaths,7,North Korea,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,13.6898549885,20.9015727416,8.42625298971
1,Deaths,7,North Korea,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000590570449255,0.00086885156807,0.00037191987464
1,Deaths,7,North Korea,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000391323432041,0.00057448730238,0.000243924596782
1,Deaths,7,North Korea,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.199989788705,0.305342979869,0.123095865982
1,Deaths,7,North Korea,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.10126780639099998,0.154614962936,0.062331424041699994
1,Deaths,71,Australia,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,8.17453069709,10.6904891803,6.41918003776
1,Deaths,71,Australia,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,8.17453069709,10.6904891803,6.41918003776
1,Deaths,71,Australia,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00134577456113,0.00171806891095,0.0010789845335
1,Deaths,71,Australia,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000874842003305,0.00112762996921,0.00070303640765
1,Deaths,71,Australia,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.139297933368,0.182171075588,0.10938591416599999
1,Deaths,71,Australia,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.0700906357139,0.0916631437945,0.055039784702100004
1,Deaths,160,Afghanistan,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,157.281896822,561.593176454,31.4847467891
1,Deaths,160,Afghanistan,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,46.0927041818,187.037287451,12.8376556801
1,Deaths,160,Afghanistan,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,203.374601004,603.488410438,49.208540175
1,Deaths,160,Afghanistan,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00290300926993,0.0105141486694,0.000572055996881
1,Deaths,160,Afghanistan,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00129817899052,0.00521535003159,0.000373031507607
1,Deaths,160,Afghanistan,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00226632429307,0.00679760671346,0.000548881686521
1,Deaths,160,Afghanistan,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.88111533253,6.7167395372,0.376562345206
1,Deaths,160,Afghanistan,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.600114002235,2.43517270535,0.167142654488
1,Deaths,160,Afghanistan,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.2677826581,3.76198471856,0.306752827328
1,Deaths,133,Venezuela,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,38.2117750633,55.5476740513,25.866449274
1,Deaths,133,Venezuela,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,38.2117750633,55.5476740513,25.866449274
1,Deaths,133,Venezuela,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00128841564531,0.00165547445751,0.00100316795022
1,Deaths,133,Venezuela,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000994993036909,0.00130367944231,0.000756018767684
1,Deaths,133,Venezuela,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.459577354115,0.668078178138,0.311098720173
1,Deaths,133,Venezuela,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.229909832038,0.33421520958100004,0.155631372742
1,Deaths,133,Venezuela,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,51.4064782108,79.964200573,33.734273978
1,Deaths,133,Venezuela,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,51.4064782108,79.964200573,33.734273978
1,Deaths,133,Venezuela,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00173768458789,0.00249531654243,0.00126939957496
1,Deaths,133,Venezuela,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.0013412523919,0.00197058694963,0.00096293435292
1,Deaths,133,Venezuela,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.618271545914,0.9617385128639999,0.40572594055399996
1,Deaths,133,Venezuela,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.30929876331399997,0.48112279244699996,0.202969928808
1,Deaths,69,Singapore,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,0.577340390799,0.807865543094,0.409016287703
1,Deaths,69,Singapore,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,0.577340390799,0.807865543094,0.409016287703
1,Deaths,69,Singapore,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000771073393327,0.000918877636058,0.000625865960092
1,Deaths,69,Singapore,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000485502561131,0.000609342930081,0.000370994743241
1,Deaths,69,Singapore,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.05760797784629999,0.0806101583243,0.0408123208012
1,Deaths,69,Singapore,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.028355335878299998,0.039677284292,0.020088312549
1,Deaths,130,Mexico,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,516.821923883,614.181664473,431.527519626
1,Deaths,130,Mexico,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,138.171580883,149.615874449,118.098874326
1,Deaths,130,Mexico,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,654.993504765,757.974379005,563.72950327
1,Deaths,130,Mexico,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00638095521777,0.00754482033482,0.00531409419779
1,Deaths,130,Mexico,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00413270206752,0.00442053617459,0.00354477503009
1,Deaths,130,Mexico,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00572405507709,0.00658359133327,0.00493052906269
1,Deaths,130,Mexico,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.4835437367700002,1.76301607858,1.23870509241
1,Deaths,130,Mexico,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.39551980512699997,0.42827939817899996,0.338061151654
1,Deaths,130,Mexico,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.9387739796469999,1.08637203128,0.807969217067
1,Deaths,164,Nepal,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,78.7971604521,109.928543122,53.9274491601
1,Deaths,164,Nepal,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,28.5009713411,47.0333532793,15.9538538905
1,Deaths,164,Nepal,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,107.298131793,144.969711274,76.7339992243
1,Deaths,164,Nepal,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.0046700677457,0.00644411951679,0.00322839563856
1,Deaths,164,Nepal,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00213662758835,0.00353258334906,0.00122712815367
1,Deaths,164,Nepal,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00355192071031,0.00471851145952,0.00255755056265
1,Deaths,164,Nepal,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.11613791515,1.55710452295,0.763865986153
1,Deaths,164,Nepal,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.35505287428000004,0.585921338224,0.198746267693
1,Deaths,164,Nepal,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.711193488546,0.960888255663,0.508608301807
1,Deaths,190,Uganda,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,22.5043326348,28.9842603572,17.0996072865
1,Deaths,190,Uganda,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,22.5043326348,28.9842603572,17.0996072865
1,Deaths,190,Uganda,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00045411678188,0.000586871083337,0.000349058347144
1,Deaths,190,Uganda,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000280804322878,0.000365275018016,0.000212481127231
1,Deaths,190,Uganda,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.24728878224899997,0.318493445881,0.187898976229
1,Deaths,190,Uganda,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.124009841991,0.15971740222,0.0942271709235
1,Deaths,72,New Zealand,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,4.36513442261,5.42015929505,3.50808632105
1,Deaths,72,New Zealand,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,4.36513442261,5.42015929505,3.50808632105
1,Deaths,72,New Zealand,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00374983159386,0.00443635058249,0.00322274355783
1,Deaths,72,New Zealand,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00231632097898,0.00275632522415,0.00193245385721
1,Deaths,72,New Zealand,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.425686879738,0.528572656559,0.342107750938
1,Deaths,72,New Zealand,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.208437993087,0.258816113388,0.167513391695
1,Deaths,38,Mongolia,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,25.8811043275,36.3403396854,15.6683190367
1,Deaths,38,Mongolia,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,3.48739666492,5.02926938799,2.01472452935
1,Deaths,38,Mongolia,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,29.3685009924,39.6569434915,18.2095781526
1,Deaths,38,Mongolia,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00629685021418,0.00814804551067,0.00399857992228
1,Deaths,38,Mongolia,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00231468801247,0.00311257158212,0.0014583210251
1,Deaths,38,Mongolia,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.0052260361153,0.00668172317641,0.00336881154622
1,Deaths,38,Mongolia,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,3.08304014759,4.32897780595,1.86646041158
1,Deaths,38,Mongolia,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.41824034111900005,0.603155748118,0.241624098255
1,Deaths,38,Mongolia,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.7551320266900001,2.36999401572,1.0882480456299999
1,Deaths,10,Cambodia,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,58.0724268417,112.215693205,30.4695989822
1,Deaths,10,Cambodia,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,8.63012325132,16.3419494153,5.05221411776
1,Deaths,10,Cambodia,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,66.702550093,121.822679606,37.9817447793
1,Deaths,10,Cambodia,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00382021945049,0.00715695259333,0.00205999018657
1,Deaths,10,Cambodia,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00114626901459,0.00221886948861,0.000683711240079
1,Deaths,10,Cambodia,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00293281627672,0.00527571704823,0.00169901514041
1,Deaths,10,Cambodia,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.37801356604,2.6627912069199997,0.723019908633
1,Deaths,10,Cambodia,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.199501675772,0.377775171779,0.116791516587
1,Deaths,10,Cambodia,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.781055460068,1.4264862278000001,0.44474835072100005
1,Deaths,214,Nigeria,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,1051.36784808,1878.52622787,373.207056804
1,Deaths,214,Nigeria,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,65.8626129232,107.289311408,30.9207903344
1,Deaths,214,Nigeria,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,1117.230461,1945.96981567,432.788306904
1,Deaths,214,Nigeria,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00763440769244,0.0131488235619,0.00279296269831
1,Deaths,214,Nigeria,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00060567687823,0.000928930941388,0.000286378252625
1,Deaths,214,Nigeria,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00454291158402,0.0079110274172,0.0017801716531
1,Deaths,214,Nigeria,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,2.37046753404,4.23542097388,0.8414516510539999
1,Deaths,214,Nigeria,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.15507336294000001,0.252612424394,0.0728029261076
1,Deaths,214,Nigeria,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.2867661617500001,2.24126373027,0.498462374564
1,Deaths,90,Norway,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,189.320466858,231.56645958,145.752399787
1,Deaths,90,Norway,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,47.7710420718,59.1750022446,37.3870785065
1,Deaths,90,Norway,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,237.09150893,281.049017315,192.890724557
1,Deaths,90,Norway,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.159543373725,0.183316295894,0.130518109558
1,Deaths,90,Norway,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.0791561111271,0.0910802468169,0.0680716156285
1,Deaths,90,Norway,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.132422399715,0.149200105085,0.112036262796
1,Deaths,90,Norway,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,14.6627065626,17.9346221933,11.288397416
1,Deaths,90,Norway,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,3.93152016313,4.8700573483,3.07692791728
1,Deaths,90,Norway,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,9.46001738983,11.213934245,7.69639375481
1,Deaths,187,Somalia,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,12.7153627741,21.1904664841,8.20312928546
1,Deaths,187,Somalia,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,3.01823506554,5.41396254117,1.62859461474
1,Deaths,187,Somalia,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,15.7335978396,24.1451345626,10.4546762945
1,Deaths,187,Somalia,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00093968082935,0.00151654579329,0.000612338117718
1,Deaths,187,Somalia,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.000263026930508,0.000463364835682,0.000143626915012
1,Deaths,187,Somalia,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.000629176658216,0.000942745703561,0.000432953827109
1,Deaths,187,Somalia,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.520219571238,0.8669587792789999,0.33561200537700003
1,Deaths,187,Somalia,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.122185858544,0.219171021095,0.0659296664776
1,Deaths,187,Somalia,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.320151022675,0.49131098948999996,0.21273426088199998
1,Deaths,13,Malaysia,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,15.1031293127,20.0106037058,11.5851460969
1,Deaths,13,Malaysia,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,15.1031293127,20.0106037058,11.5851460969
1,Deaths,13,Malaysia,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000869348685304,0.00116343564217,0.000677960520415
1,Deaths,13,Malaysia,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000631239414662,0.000843259779413,0.000490940627518
1,Deaths,13,Malaysia,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.173964974055,0.23049158107800002,0.133443182433
1,Deaths,13,Malaysia,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.0867441523227,0.11493001350899999,0.06653877199290001
1,Deaths,165,Pakistan,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,531.350421719,780.60137495,357.651313198
1,Deaths,165,Pakistan,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,208.620148469,306.189503842,138.440589818
1,Deaths,165,Pakistan,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,739.970570188,990.363831447,548.996586593
